지점,ym,year,month,NEE_sum,NEE_mean,LE_mean,H_mean,CO2_mean,VPD_mean,Rg_mean,Rn_mean,Ta_mean,RH_mean,P_sum,SWC_mean,Ts_mean,Reco_mean,n_obs,GPP_mean,Bowen
가리왕,2024-01,2024,1,-1.41,-0.02660377358490566,11.705038461538463,24.781245283018865,739.8604528301887,0.24173288022282485,179.74549056603774,82.11384905660377,-4.707056603773585,49.078698113207544,0.0,0.37320754716981136,1.269679245283019,-0.019615384615384614,53,0.006988388969521045,2.117143430536128
가리왕,2024-02,2024,2,7.321999999999997,0.040230769230769216,-2.637480000000001,-4.403588888888889,729.9504576271187,0.13632197366090887,129.9189723756906,58.407646408839774,-2.3921813186813186,76.25945054945055,0.0,0.3826153846153846,1.2863241758241757,0.08712499999999997,182,0.04689423076923075,1.6696198222882779
가리왕,2024-03,2024,3,57.043,0.0872217125382263,28.823048665620092,19.83544171779141,694.8568586956521,0.278147262219462,205.11436569579288,124.22779454253612,-0.5570749235474006,58.476675840978594,0.0,0.41284403669724773,1.3748776758409786,0.33635714285714285,654,0.24913543031891655,0.688179864243541
가리왕,2024-04,2024,4,11.115,0.009836283185840709,35.1011483166515,56.87388553682342,689.3062378774016,0.6197033786874827,227.73733184656555,141.2163404634581,9.821217468805704,56.78425757575757,0.0,0.4173057040998217,5.114674688057041,0.13473333333333334,1130,0.12489705014749264,1.620285610708731
가리왕,2024-05,2024,5,-164.60399999999998,-0.2140494148244473,61.91688741721854,66.08039011703511,673.4687437908497,0.6667257845917952,261.6514336870027,167.4127165149545,12.223176853055916,58.56172431729519,0.0,0.3947906371911573,9.04785565669701,0.04005151515151515,769,0.25410092997596245,1.067243410860778
가리왕,2024-06,2024,6,-309.0,-0.397172236503856,89.45428235294118,48.42654498714653,637.0805872395833,0.6832427489654158,246.1863487940631,168.10969746376813,17.13898586118252,68.33144087403599,0.0,0.3725514138817481,12.926845758354755,0.03586086956521739,778,0.4330331060690734,0.5413552455329077
가리왕,2024-07,2024,7,-154.632,-0.2616446700507614,71.57338321167883,8.739544991511037,623.2850358422938,0.24150024267705275,188.11894876325087,148.01975176056337,19.462751269035536,89.93141455160745,0.0,0.41140270727580375,17.099199661590525,-0.6556915887850467,591,0.0,0.12210607630023253
가리왕,2024-08,2024,8,-160.235,-0.16570320579110653,71.87225684210526,25.732703205791108,618.0416631799163,0.415925954385658,208.28743685300205,142.42454395036197,21.11381385729059,84.46325336091003,0.0,0.3846235780765253,18.963105480868666,0.015033254156769585,967,0.18073645994787613,0.3580338831201972
가리왕,2024-09,2024,9,-55.3,-0.052868068833652006,64.85732884615385,16.202257416267944,639.5643599615014,0.33849454135421503,202.160874400767,140.21735953978907,17.523874760994264,84.04915105162523,0.0,0.3958699808795411,17.044026768642446,0.15048076923076922,1046,0.20334883806442122,0.24981382527641308
가리왕,2024-10,2024,10,-80.687,-0.09317205542725172,27.406520278099652,15.050960739030023,664.2094414831981,0.32506701065637056,153.28172979214781,77.79364318706698,9.811258660508082,74.86739838337182,0.0,0.39444572748267903,12.104523094688222,-0.027737417943107225,866,0.06543463748414449,0.5491744514190345
가리왕,2024-11,2024,11,-103.166,-0.11488418708240535,7.826633408071749,19.060233258928573,686.2219209302325,0.205915142021511,110.00454677060134,43.935536748329625,1.8964175946547883,74.38698440979955,0.0,0.39320601336302896,6.679917594654788,0.012122873345935729,898,0.12700706042834106,2.435304206182879
가리왕,2024-12,2024,12,145.43,0.10717022844509949,3.456988174427199,22.77981623616236,686.412546875,0.14276244924898568,119.13546278555637,42.2131215917465,-6.966591009579957,61.669383198231394,0.0,0.40794915254237285,3.5097929255711127,0.15175665859564164,1357,0.044586430150542145,6.589497876988496
가리왕,2025-01,2025,1,22.02800000000001,0.01825020712510357,6.438710373443983,15.796496271748135,647.0277653061224,0.11834873296761704,111.18317812758906,38.62997265948633,-8.39254763877382,65.52389229494615,0.0,0.394983429991715,2.4929892294946145,0.04425766016713092,1207,0.026007453042027347,2.453363384211176
가리왕,2025-02,2025,2,28.158999999999995,0.02394472789115646,7.762033276450511,51.059760204081634,671.5974393809115,0.14977253243442606,190.4089081632653,87.39727806122448,-9.162664965986394,57.47086394557824,0.0,0.4126267006802721,1.881392006802721,0.10738845553822153,1176,0.08344372764706506,6.578142399748984
가리왕,2025-03,2025,3,-276.171,-0.23033444537114262,9.623697829716194,31.88865387823186,634.2674649196956,0.36300384647424977,182.99842368640532,89.38721434528775,1.1426405337781484,55.53993077564637,0.0,0.4276980817347789,1.6053219349457881,-0.25835725677830945,1199,0.0,3.3135551887098544
가리왕,2025-04,2025,4,-22.032999999999998,-0.016857689364957917,38.62418721109399,77.57545753634278,681.5987377952756,0.5106838195537942,240.2623036809816,144.97784162203519,7.11508416220352,55.91249273144606,0.0,0.43732211170619745,4.015988523335884,0.165334431630972,1307,0.1821921209959299,2.0084683494403954
가리왕,2025-05,2025,5,-96.004,-0.10148414376321353,57.0400192719486,54.59773460721868,660.4750606060607,0.5106601742576378,231.01903521878336,142.44796934460888,10.714637420718816,63.10684355179704,0.0,0.4160919661733615,8.453342494714589,0.000599520383693045,946,0.10208366414690657,0.9571829621395133
가리왕,2025-06,2025,6,-272.928,-0.22781969949916528,99.16949826689775,37.903543859649126,642.2757737478411,0.5344087337451754,229.03272789115647,155.91605258764608,17.09517696160267,73.38043155258764,0.0,0.37311519198664445,12.503783806343906,0.08194164989939637,1198,0.30976134939856165,0.3822096967521023
가리왕,2025-07,2025,7,-483.17699999999996,-0.3780727699530516,104.1954690553746,26.425720345640222,643.4660721816707,0.4657766490668415,231.68092277070065,167.74707902973395,20.77451799687011,82.55405868544601,0.0,0.37058763693270735,16.683605633802816,0.18692045454545456,1278,0.5649932244985062,0.2536167895323384
가리왕,2025-08,2025,8,-270.41700000000003,-0.20564030418250953,84.53408436532507,19.68450723533892,648.5656838461538,0.34267537853282865,188.6992586074981,130.8525041825095,20.34075513307985,86.45005779467681,0.0,0.3534593155893536,17.847816730038023,0.11989320388349514,1315,0.3255335080660047,0.23285882118589887
가리왕,2025-09,2025,9,-112.041,-0.09511120543293718,70.7924036199095,1.6014123182207016,693.1683529937444,0.3055581527516111,164.54439134125636,101.95370373514432,15.573210526315789,83.46631069609508,0.0,0.4023624787775891,15.95301697792869,0.2648068965517241,1178,0.3599181019846613,0.022621245166625812
가리왕,2025-10,2025,10,-400.847,-0.4305553168635875,27.961727898966707,7.275904967602592,717.1636844660195,0.20632554373905634,119.59034371643395,72.97599248120301,8.726559613319012,80.58963480128894,0.0,0.4163394199785177,11.587551020408164,-0.15865422396856582,931,0.2719010928950217,0.26020941888471294
가리왕,2025-11,2025,11,129.782,0.09316726489590813,8.815090711175616,21.73032447954056,705.5672591508053,0.2658520950328489,126.32177243359655,51.842568557071075,1.6566762383345297,64.52880473797559,0.0,0.3980495333811917,5.6267946877243356,0.25479036144578315,1393,0.16162309654987503,2.465127721486886
가리왕,2025-12,2025,12,62.674,0.046117733627667405,5.38310051736881,10.621280353200882,712.6482602633617,0.11976617914900048,91.4143966151582,29.98744591611479,-6.020653421633554,68.56107505518764,0.0,0.4070971302428256,2.342066961000736,0.10671562867215041,1359,0.060597895044483006,1.9730785852745747
가리왕,2026-01,2026,1,262.175,0.1978679245283019,11.324000755857899,25.94903325774754,698.0128242933537,0.1302658248095324,137.38273132075471,52.147991698113216,-11.109449056603774,53.06890716981132,0.0,0.39016,1.4470905660377358,0.17083612903225806,1325,0.0,2.2915075526045086
가리왕,2026-02,2026,2,27.28299999999999,0.02221742671009771,6.080415435139573,27.688934853420196,615.5865165562914,0.16756084680320926,155.5430977198697,70.31023371335505,-5.056225570032574,61.87052687296417,0.0,0.38942508143322474,1.3155529315960912,0.022163235294117647,1228,0.0,4.5537899751720845
가리왕,2026-03,2026,3,-102.331,-0.09210711071107111,12.824967391304346,43.91357168620379,709.6844146788991,0.3584233933386302,191.88043384338434,98.43030783078308,1.6350297029702971,56.42878667866786,0.0,0.41424842484248425,1.4196246624662465,-0.040586086956521744,1111,0.05152102375454937,3.4240688764618854
가리왕,2026-04,2026,4,87.654,0.07756991150442477,39.119875333926984,71.93017006200176,690.0472257194244,0.7592875783473689,247.8352794642857,152.23617522123894,9.216969026548671,43.21833362831858,0.0,0.41106548672566373,5.339987610619469,-0.04826562499999999,1130,0.0,1.8387116382147524
가리왕,2026-05,2026,5,-98.407,-0.07658132295719844,75.72123996852872,61.5448399687744,679.0376637589214,0.661190577330861,268.2519944178628,172.98316420233465,13.350999221789882,60.96465058365759,0.0,0.39610428015564203,8.780035019455253,0.4379099264705882,1285,0.5144912494277867,0.8127817240493378
가리왕,2026-06,2026,6,-327.215,-0.3503372591006424,95.87816056034484,35.678725321888415,665.1346835853132,0.5242618047492635,242.80236343852013,158.53330406852248,15.719605995717345,72.55751605995718,0.0,0.3588779443254818,11.765527837259102,0.21259259259259258,934,0.562929851693235,0.37212567610152003
검봉,2024-01,2024,1,65.889,0.09293229901269393,10.073631355932203,2.9977602256699583,802.7828665710188,0.2804152130786406,110.7544964739069,32.208403385049365,0.3475909732016925,57.739437235543015,0.0,0.18233286318758815,5.281867418899859,0.22633333333333336,709,0.13340103432063943,0.29758486485656677
검봉,2024-02,2024,2,48.887,0.0722112259970458,17.389668148148147,-12.975087149187592,803.9382550544324,0.2144281107310212,68.72380945347119,14.4160635155096,1.961245199409158,75.08903545051699,0.0,0.19885228951255537,4.151754800590842,0.13359333333333331,677,0.06138210733628752,-0.7461377088193215
검봉,2024-03,2024,3,-0.6210000000000063,-0.0005676416819012855,23.091252302025783,6.5656020128087835,794.5760375234521,0.3914212382666331,185.28728212290503,104.24235999999999,5.700731162790698,63.04940465116279,0.0,0.19669488372093025,5.7619683720930235,0.06337302977232925,1094,0.06394067145423053,0.2843328688688221
검봉,2024-04,2024,4,41.52500000000001,0.03174694189602448,30.414225211375864,6.327242540168324,770.3860046765393,0.6418945788877181,211.18004357798162,133.57375,13.410330275229358,63.679308103975536,0.0,0.19131880733944953,11.087487003058103,0.11799683042789223,1308,0.08624988853186775,0.20803563122830232
검봉,2024-05,2024,5,-26.863,-0.019608029197080292,46.500989713445996,-5.7784094890510955,741.3574271988175,0.7703138973289579,269.10362162162164,172.7314930606282,16.29316423357664,64.81896204379562,0.0,0.18037299270072993,13.197337956204379,0.2081127694859038,1370,0.2277207986829841,-0.12426422587259985
검봉,2024-06,2024,6,-58.29899999999999,-0.04337723214285714,40.43825765496639,-2.3591146686522713,720.4910951310861,0.827441201659844,260.69375502606107,173.10841220238095,20.875177083333334,71.49590178571428,0.0,0.1220029761904762,16.246978422619048,0.18727708703374776,1344,0.2306543191766049,-0.05833868236314921
검봉,2024-07,2024,7,50.54,0.040399680255795364,53.86387158908508,-11.089453237410073,704.9029230152365,0.5458610030166201,188.9733024,137.17702478017586,24.622139088729014,85.47213349320543,0.0,0.1574812150279776,20.666026378896884,0.3120539033457249,1251,0.27165422308992954,-0.205879245406066
검봉,2024-08,2024,8,-83.47200000000001,-0.06075109170305677,38.10470778267254,3.5199170305676857,701.1576489439185,0.4722153191623753,206.68342534595774,150.23209898107714,25.04854148471616,87.71149344978166,0.0,0.10505312954876272,22.1350807860262,0.2133060606060606,1374,0.27405715230911737,0.09237485957491864
검봉,2024-09,2024,9,122.575,0.10257322175732218,49.25406841216216,-8.921238493723848,714.6474636441403,0.2509289187664162,151.52525606694562,106.54122845188284,21.499921338912134,91.63767782426778,0.0,0.16588033472803349,20.977868619246863,0.28136597110754413,1195,0.17879274935022194,-0.18112693593288942
검봉,2024-10,2024,10,8.107999999999992,0.007751434034416818,35.899662162162166,-15.52902294455067,728.2103864306785,0.264588930822232,124.84913588516746,62.806576076555025,14.44091004784689,86.10290909090908,0.0,0.18136842105263157,16.65896172248804,0.16109484193011647,1046,0.15334340789569967,-0.4325673839047456
