lon,lat,elevation,slope,aspect,twi,aspect_northness
128.99307593362977,37.597985175482805,111.72795040436696,21.978711851241844,159.8674381223276,1.0116459328060257,105.6015592130577
129.01418531801679,37.25417064785791,534.4108841325749,18.195141334778278,165.99809627020682,1.1896723654718646,139.45438815135924
128.80429989053215,37.72251449060238,234.53746028897075,14.938063358162072,181.17212599838464,1.427526302593656,97.75648568608096
129.1937310219338,37.27477615382588,343.27615484346273,22.52906294352813,176.7346794318505,0.9480213900772032,108.34249311120652
128.46800786638443,38.35745480780465,84.27968240071466,13.704110213073394,170.57525900143438,1.530198921630166,86.16247958061517
128.1349709860057,37.986622586896935,594.1983803640603,23.210406017834597,179.45235344405123,0.904355500131297,66.8620233287668
128.47597627996691,38.26969523997178,118.8567753429539,8.576924995546065,136.4976483164084,2.132266562165809,105.74275075717097
128.50278885460128,38.20570713985484,129.33777364062402,7.274838971988612,135.298823764382,2.2896993589599544,87.78400490752033
129.01081423762037,37.569219514587026,120.56525696278116,14.56774636841764,146.82631359316193,1.5959799258868463,85.92841519832503
128.6254676427837,38.03518665647001,161.48713081526296,11.68713224517228,167.01874968720742,1.706364882482987,92.36563141225017
128.59936406521683,38.11211506784406,56.71491370598253,9.347111569790489,145.57056183065453,1.9316638124441965,89.8800418525092
127.64014900120587,37.01726306798938,158.86677707274123,9.145203315081297,201.23654924243783,2.059205025708354,108.71178216422474
127.65279947089451,37.0420601289476,285.9794541640551,15.970313422723962,204.64196408192257,1.3185789351592625,77.65882898517117
127.42950552654214,37.39357552409178,184.04338482396565,14.979829229948225,167.44112471694584,1.4722852778175683,74.04813725065985
128.03742369136052,38.07468537360144,320.0195606971112,15.260412721777232,210.46131805157583,1.3896737829844923,83.1766071926202
128.03440487994735,38.19257062815139,289.1255662807039,7.326356041635455,155.75099344362872,2.388857016511948,112.29980951565616
128.20529100961855,37.03020783834754,461.2863250495468,28.43779551523364,220.11125322009693,0.6710666541666254,105.23366219687608
128.5200277392739,37.150817603641144,309.24353859120527,26.69596200384157,205.4759033311751,0.7705792459984092,123.21345347604806
127.52091263903671,37.72793229838232,108.09945546633548,14.441528140221903,143.73568041581265,1.7925544120178492,111.01586936935324
127.6656996502421,37.81886228706419,266.4860667462547,22.926761239993297,193.4561101610758,0.9917291853653636,63.89390077329292
127.67080532094829,38.08262703257762,258.5136460737175,20.5962012474369,188.0600105739211,1.075645786492213,101.10828623889915
128.83046589551375,37.65706380533991,298.8768247945702,18.316848652086264,191.34266794577448,1.1875658006991363,72.33667122977589
127.19159910803764,38.08340737526198,484.53503159684647,28.02444513508589,164.23479904119915,0.6804888082767644,86.89617872848152
127.15820490024836,37.77628233110484,204.9284551037393,16.441609033776245,168.11876560392562,1.315897746877161,107.74504620196868
127.22068582420928,38.17835947309405,258.01524767663784,12.054772479977172,96.75960114874864,1.9045941543459133,80.83006011309106
129.13100484741497,37.42463316292904,114.90230813035674,21.690236940177478,194.8274741038154,1.0318947039108437,74.34124575605328
127.54992800959151,37.028865648930456,149.48793310217647,10.608225272913714,200.58216758513504,1.793510470777807,88.02945620156311
128.1254998553682,37.51391774332218,368.8362390787053,19.48241253064442,220.66651666948667,1.0958303633724542,92.32093036650912
128.18000344754444,37.32782161995768,442.1975054226018,17.933362446360444,163.96480451564688,1.2576344272795754,126.70261764610343
127.88714752675835,37.67382110709876,312.237303540316,21.25587268514361,204.85233416557404,1.0078025164097737,74.09264814182819
127.20851693743441,38.20929671620285,222.5767562941302,9.346776264175164,122.8155088795378,2.2686003033891327,87.09049639825975
129.066847301458,37.28220947528198,223.72599633101737,22.28314362478153,219.2595841338168,1.1897329737792908,88.9842659867974
128.201407132601,37.5816068973135,328.2464537986791,14.631579893829745,194.0692444361323,1.531195430571469,99.9263821553423
128.84510512427224,37.78064779103615,93.92719648161166,10.45050293438178,171.97153506191623,1.825450892640438,81.83386305261794
128.84722765637366,37.77362024777593,118.88318075504723,10.23066464823291,179.03204502733502,1.8346658805568985,85.32471552998237
128.69411550350148,37.374066956982965,434.0604473682312,20.336153729631476,179.89414136605265,1.1443558290345262,128.5312623978417
128.07769383297418,38.020868482987396,243.61098537262083,16.87890131971782,176.7559684068636,1.4167627632537272,103.32285711220996
128.1759278291816,37.800049339719706,449.2471686068611,19.457344407864053,194.96159777361768,1.117440542717689,113.8725568251099
127.96566783720847,37.932056567305914,370.7309672107674,23.247225801832773,182.2694301260023,0.9086041789304458,111.77951030927836
128.0581808067643,37.056864344445046,204.44262306956807,16.130599339379383,236.80765581085413,1.3877284872180955,92.58058195462586
129.12250134170603,37.3230682182347,364.6824299207086,26.322897079894183,166.62175408457514,0.7797841142117738,101.14356916258538
127.72685622119013,37.81100981010908,255.44259156343543,20.483128663881956,219.93680643946848,1.0522915581938137,75.84676861296848
128.14834828916605,37.61614263497243,317.3198781991595,12.92738325921505,181.24074000841253,1.7975290834782849,116.73653917363804
127.7565137022966,38.133893317389095,238.1112380367618,21.92389577658865,205.81925113072916,0.9868733481947932,104.02903305262936
128.51365122476747,37.16073018528295,546.7324252376337,27.494704784502066,222.39324570667952,0.6920613478679243,87.95333772189984
127.936344788681,37.770307135693216,245.75338312955648,17.610018081625633,183.68617616669533,1.291581916919293,121.67995522645084
127.08222181829767,37.627397406031335,46.40652341138328,5.583156600694471,195.6729595467976,2.5431013263877538,95.11918130252556
127.76037974290993,37.753023660010065,321.4222000523944,16.941885543876545,215.6304166053609,1.2711342768899885,80.17711738804337
129.05564603961176,37.57923465555307,150.65778673045443,16.724515746119664,175.92973507670698,1.2756044177367205,100.46885487671084
127.9401662382838,37.76586141194293,201.897181441139,15.3112864338916,158.91080064867026,1.5400151621267812,102.85660366527468
127.93899795380783,37.77334824261167,317.9558504360431,20.49666914194085,176.67702694461497,1.048187397373478,119.13160207636052
129.05124490687197,37.43014907093216,245.1386714526661,22.822089117617388,174.26820337614794,0.9526761937560908,124.49837823811792
128.75226218123842,37.43260157651155,666.7612564237472,23.449622683666924,188.3487599374383,0.910908931876861,96.79339498208914
128.06262207141353,37.617252951134745,339.16045885444555,24.56533930567888,202.73003656024537,0.8580593012472594,99.36980130926656
127.76335396331258,37.250986849705754,125.15863157818684,12.87508399991329,161.4956970366999,1.6977795513214862,109.9300542657504
127.98518978162046,38.147333047964175,290.320348777032,16.400272682820624,198.3237751580241,1.3195391319633352,115.09605288048004
127.03095553348619,37.68534342422086,125.5963283969153,11.580976771417385,131.11752578060177,1.670158283763861,103.05218977971104
128.50102750968517,38.177837758270805,407.1818752653492,28.24733580457453,182.08218601382143,0.6528562254872492,136.26279830604622
127.73032540180971,37.937015087677345,97.42713803484432,6.323757772312847,186.4578907992282,2.627134479824097,93.04436616945344
127.91785735571342,37.86629820407075,512.1477089103307,24.794033027233684,239.5066194200708,0.8223624878415662,52.46450951799155
127.85547453197572,37.66114834190486,302.9641606036107,21.23253031527889,183.31377346627136,1.0028342857388437,51.791093146501375
129.06340487544472,37.274780612926946,221.48408124056525,19.233519678157933,154.1605924031981,1.3612884449812572,80.98635999219954
127.0915680941057,37.621136828152295,32.642175877825245,4.280958013222652,172.2955611718477,2.835324570757616,92.2903555160897
127.09921099331129,37.567422496862484,205.2434008417569,21.690762257635196,197.9419583438254,0.9942302272784505,112.31828842764128
127.814116369705,37.32935109161901,80.97063960621843,7.319315934581459,187.9463566551668,2.3849322965981914,92.93115680528884
127.59495155292815,38.14567872147334,491.689396697578,22.048144261452467,165.63840761284712,0.9606604692756188,116.03339901055833
